% PARTICLE_ATTRIBUTES_CONTROLLERS_NAMES LostParticleAttributes ParticleIdNumber ParticleInitialCoordinates
% PARTICLE_ATTRIBUTES_CONTROLLER_DICT LostParticleAttributes size 1
% PARTICLE_ATTRIBUTES_CONTROLLER_DICT ParticleIdNumber size 1
% PARTICLE_ATTRIBUTES_CONTROLLER_DICT ParticleInitialCoordinates size 6
% BUNCH_ATTRIBUTE_DOUBLE charge   1
% BUNCH_ATTRIBUTE_DOUBLE classical_radius   1.5347e-18
% BUNCH_ATTRIBUTE_DOUBLE macro_size   58926
% BUNCH_ATTRIBUTE_DOUBLE mass   0.938272
%  SYNC_PART_COORDS 0 0 0  x, y, z positions in [m]
%  SYNC_PART_MOMENTUM 0 0 0  px, py, pz momentum component in GeV/c
%  SYNC_PART_X_AXIS 1 0 0  nxx, nxy, pxz - x-axis ort coordinates
%  info only: energy of the synchronous particle [GeV] = 0
%  info only: momentum of the synchronous particle [GeV/c] = 0
%  info only: beta=v/c of the synchronous particle = 0
%  info only: gamma=1/sqrt(1-(v/c)**2) of the synchronous particle = 1
%  SYNC_PART_TIME 0  time in [sec]
% x[m] px[rad] y[m] py[rad] z[m]  (pz or dE [GeV]) Pos (m) Particle_Id_Number Initial Coordinates
-0.0011838741 0.00082723016 0.016567719 0.10796 -0.0023827329 -4.1484898e-06 0.2425 1624 -0.00011437815 -0.0096149845 -0.007193575 0.083816764 -0.00098277023 -4.1484898e-06
-3.0258884e-05 0.0045270598 -0.016922864 -0.10903136 -0.0015289861 -1.2332964e-05 0.2425 1665 -0.00055545832 -5.7720684e-05 0.0069388205 -0.083163686 0.00027631625 -1.2332964e-05
0.00045490201 -0.010948384 0.01772495 0.11422083 -0.0010913829 -4.4978578e-07 0.2425 1700 0.0013476266 0.0032288105 -0.0071768507 0.086828089 0.00025279428 -4.4978578e-07
-0.0026669864 0.0048653524 -0.016899191 -0.11011153 -0.00072930219 1.4337752e-06 0.2425 1756 -0.0006285037 -0.021527213 0.0072892738 -0.08532918 0.00046725831 1.4337752e-06
0.00022884081 -0.0077104217 0.016080714 0.097735164 -0.0020641406 5.7223143e-06 0.2425 1816 0.00094815145 0.0015196191 -0.0042234147 0.066016089 -0.0014439375 5.7223143e-06
-0.00018217155 0.00038822687 0.017911458 0.11102319 -0.0021685893 4.7018683e-06 0.2425 1866 -4.9893408e-05 -0.0014678027 -0.0055346357 0.078183795 -0.0012138935 4.7018683e-06
0.0018825154 -0.0093729109 0.019393109 0.12168913 -0.0018567997 -7.2237302e-06 0.2425 1908 0.0011688091 0.014945871 -0.0066609359 0.08816841 -3.977584e-05 -7.2237302e-06
-0.0028500965 0.019342651 0.015848169 0.10007113 -0.0016270395 5.2140887e-06 0.2425 1987 -0.0024074927 -0.022369229 -0.0055926238 0.073097457 -0.00085020674 5.2140887e-06
-0.0022290914 0.0096414582 -0.016928542 -0.11102143 1.5461908e-05 1.5787669e-06 0.2425 2206 -0.0012088596 -0.017746386 0.0075745291 -0.087012304 0.0012300809 1.5787669e-06
0.0013881928 -0.010001717 -0.018134465 -0.11563747 -0.0016361191 -3.7238295e-06 0.2425 2253 0.0012416407 0.010883879 0.0069042322 -0.086306565 -0.00011091695 -3.7238295e-06
-0.00018482276 -0.0038219774 -0.016191439 -0.095380352 0.00012779201 1.4892025e-06 0.2425 2344 0.00046635596 -0.0016754325 0.0031284825 -0.060086433 0.00087626851 1.4892025e-06
0.0015426131 0.0003852588 -0.018660802 -0.11536684 -0.0008293489 -1.9470384e-06 0.2425 2402 -2.9716762e-05 0.012592109 0.0057062804 -0.080992305 0.00055004038 -1.9470384e-06
-0.00061831592 0.0069357542 -0.016493964 -0.10519237 -0.00072403494 1.5940717e-05 0.2425 2426 -0.00085919368 -0.0047178529 0.0061363599 -0.078042143 -0.00039445731 1.5940717e-05
0.0010918584 -0.0041470147 0.016444665 0.10357783 -0.0027089959 1.8922602e-06 0.2425 2637 0.0005216213 0.0087177921 -0.0057289808 0.075374355 -0.0017446954 1.8922602e-06
0.00045446356 0.0063038365 -0.017064176 -0.11173128 -0.0021051781 1.5842589e-06 0.2425 2764 -0.00076738422 0.0039832751 0.007566729 -0.087324618 -0.00089612265 1.5842589e-06
0.0022869575 -0.0088504914 -0.017243303 -0.11257709 -0.0025043579 -8.3862757e-06 0.2425 2802 0.0011084513 0.018266536 0.0076039232 -0.087808691 -0.00077120654 -8.3862757e-06
0.0016989217 -0.0089687245 -0.016844399 -0.10094697 -0.00043787795 9.9965207e-06 0.2425 2892 0.0011225326 0.013442077 0.0038497969 -0.065989507 2.8585989e-05 9.9965207e-06
-0.0015746067 0.0064040373 -0.016061918 -0.095143404 -0.00057563702 2.0187619e-06 0.2425 3006 -0.0008042029 -0.012553381 0.0033003342 -0.060720166 0.00015860841 2.0187619e-06
-0.0012083977 0.0032726237 -0.017208555 -0.10419643 -0.0015680197 -3.4933242e-07 0.2425 3176 -0.00041533244 -0.0097075651 0.0044145171 -0.069954014 -0.00053209393 -3.4933242e-07
0.0024978091 -0.011810632 0.015811711 0.10262946 -0.002177884 -9.4949365e-06 0.2425 3179 0.0014730762 0.019861763 -0.0067513418 0.079257148 -0.0006120656 -9.4949365e-06
-0.00066151775 0.0045923137 -0.016097247 -0.10641007 -0.00061215889 8.30735e-06 0.2425 3222 -0.00057174465 -0.0051850764 0.007470171 -0.084368817 0.00016254002 8.30735e-06
0.0023304124 -0.0035324345 0.016834211 0.10418979 0.00036641687 4.9535168e-06 0.2425 3265 0.00046257843 0.018840719 -0.0051404701 0.073141179 0.0011868222 4.9535168e-06
0.0009349305 -0.0039474885 0.018376562 0.11317977 -0.0022251992 -2.8490374e-08 0.2425 3368 0.00049493918 0.0074484635 -0.0054399914 0.078786385 -0.00099894094 -2.8490374e-08
0.0019167306 -0.0091488045 -0.017380321 -0.10937632 -0.0030638971 -7.9168435e-06 0.2425 3388 0.0011414444 0.015235326 0.0060962066 -0.079715394 -0.0014870786 -7.9168435e-06
0.0004011778 0.00083907593 -0.01837972 -0.12058341 -0.0017876347 -6.8192335e-06 0.2425 3464 -9.8705718e-05 0.0033060512 0.0083153445 -0.094808731 4.7325089e-05 -6.8192335e-06
-0.0019354819 0.016511333 -0.01698551 -0.10981922 -0.0015108715 4.2005014e-07 0.2425 3505 -0.0020471966 -0.015052589 0.0070089967 -0.083961362 -0.00028436755 4.2005014e-07
0.00031538545 0.0015227515 -0.0176505 -0.11254165 0.00024555173 5.4405656e-06 0.2425 3517 -0.00018264883 0.0026394682 0.0066415875 -0.083737135 0.0012404418 5.4405656e-06
-0.00099976436 0.0024674981 0.016911336 0.1077497 -0.001444896 -6.6375869e-06 0.2425 3562 -0.00031302507 -0.0080442318 -0.006427679 0.080371091 3.8763636e-05 -6.6375869e-06
-0.0040409689 0.016995983 -0.015523663 -0.094564364 -0.0010530677 6.9940066e-06 0.2425 3607 -0.0021362535 -0.032178332 0.0041503677 -0.064160534 -0.000480174 6.9940066e-06
-0.00019483976 0.0013425392 -0.017035822 -0.10459015 -0.0014363652 1.1611082e-05 0.2425 3657 -0.00016727668 -0.0015269232 0.0048302152 -0.072038586 -0.00096272011 1.1611082e-05
-0.0020034305 0.0062634137 0.016200586 0.096977083 -0.00072352646 -1.5646809e-06 0.2425 3665 -0.00079084465 -0.016058814 -0.0037388003 0.063494111 0.00023423953 -1.5646809e-06
-0.0013793077 6.3487859e-05 0.016156475 0.099430286 -0.0011223147 -3.6700269e-07 0.2425 3778 -2.3864546e-05 -0.011241471 -0.0047561576 0.069113059 -0.00015559742 -3.6700269e-07
0.0010559414 -0.0055543949 -0.019145376 -0.12201728 -0.0015864513 4.0774112e-06 0.2425 3804 0.00069413978 0.0083608433 0.0071948339 -0.090748991 -0.0003003257 4.0774112e-06
0.0023674319 -0.010646198 -0.018798434 -0.1189186 -0.0007833681 1.5588436e-06 0.2425 3843 0.0013336966 0.01882984 0.0067481648 -0.087275816 0.00055925797 1.5588436e-06
-0.0012253705 -0.0020735517 0.017042296 0.10850082 -0.0004896881 1.9655144e-07 0.2425 3863 0.00023980749 -0.010080464 -0.0063918799 0.080638352 0.00067633707 1.9655144e-07
-0.0039322232 0.013913774 -0.016209928 -0.099095405 -0.0010972553 1.797988e-06 0.2425 3877 -0.0017532908 -0.031441643 0.0045036492 -0.067869099 -0.00019234432 1.797988e-06
0.00031167125 0.0040515119 0.016404091 0.10253324 -0.0014515187 -9.6732928e-06 0.2425 3950 -0.00049375038 0.002711495 -0.0054995819 0.073781357 4.4320825e-05 -9.6732928e-06
-0.0010918545 0.0007552501 0.016309123 0.10171858 0.00026024558 -6.7402188e-06 0.2425 3981 -0.00010401002 -0.0088680743 -0.0053617768 0.072809103 0.0015964066 -6.7402188e-06
-0.0011822946 0.0015849509 -0.016806323 -0.10724814 -0.0029828027 1.1342914e-06 0.2425 4000 -0.00020843929 -0.0095684636 0.0063912336 -0.080032533 -0.0018870853 1.1342914e-06
-0.0010612516 0.013097098 -0.016482045 -0.10056287 -0.0012196003 -2.7605644e-06 0.2425 4025 -0.0016177378 -0.0080827719 0.0045370873 -0.068697507 -0.00011985083 -2.7605644e-06
-0.00014864422 -0.0044530596 0.016655031 0.11150968 -0.0012580198 -7.8422341e-07 0.2425 4098 0.00054425147 -0.0014065637 -0.0083409663 0.090555339 9.4964274e-05 -7.8422341e-07
-0.0016219511 0.0065735422 -0.017056044 -0.11044804 -0.0027591095 2.2847944e-06 0.2425 4101 -0.00082563534 -0.012931581 0.0070889292 -0.084631022 -0.0016221156 2.2847944e-06
-0.00047879229 0.003572429 0.01638367 0.1079448 0.0006783165 -3.9285925e-07 0.2425 4171 -0.00044357796 -0.0037466359 -0.007535615 0.085326015 0.0019060035 -3.9285925e-07
-0.0016678653 0.00021944097 -0.016768952 -0.10385516 -0.0018741739 -7.8756446e-06 0.2425 4208 -4.396137e-05 -0.013586238 0.0052421651 -0.073322627 -0.0004425472 -7.8756446e-06
-0.0025613938 0.014496532 -0.017746476 -0.11006214 -0.0020072642 -5.2672935e-06 0.2425 4251 -0.0018049924 -0.020256846 0.0055855456 -0.077856183 -0.00055107575 -5.2672935e-06
0.00076254092 -0.0013097778 0.018399323 0.11459876 -0.0024685714 -3.5480262e-06 0.2425 4278 0.00016902303 0.0061594406 -0.0059630205 0.081718498 -0.0010228674 -3.5480262e-06
-0.0032607426 0.0065866082 -0.016924105 -0.10775809 -0.0010047981 7.1242778e-06 0.2425 4315 -0.00085009403 -0.026286714 0.0062973346 -0.079922669 -0.00015758579 7.1242778e-06
-0.0025006831 0.0097559495 -0.01645346 -0.10158927 -0.0011920991 -8.0033152e-06 0.2425 4329 -0.0012218215 -0.019969723 0.0050253178 -0.071277553 0.00021350354 -8.0033152e-06
0.00065271885 -0.0022408835 -0.016467071 -0.10057101 -0.0019606599 -1.2554655e-05 0.2425 4416 0.0002809002 0.0052269403 0.0046411099 -0.069082899 -0.0003899921 -1.2554655e-05
-0.00095456874 0.00036588362 0.017669536 0.11215527 -0.0021690618 9.0990343e-06 0.2425 4443 -5.7699501e-05 -0.0077658493 -0.0064259983 0.082643484 -0.0013651682 9.0990343e-06
0.00045811249 -0.0036135207 -0.016406327 -0.10135566 0.00032343362 -6.2309367e-06 0.2425 4525 0.000447917 0.0035797065 0.0050199824 -0.071153633 0.0016124494 -6.2309367e-06
0.0021514545 -0.0049700909 0.017098468 0.11286828 -0.001656338 1.0180933e-06 0.2425 4529 0.00063499214 0.017320133 -0.0079342314 0.089469039 -0.00036525783 1.0180933e-06
-0.0024800071 -0.00030913879 0.016006253 0.099060433 -0.0015542779 1.5069983e-06 0.2425 4555 8.101351e-06 -0.020231294 -0.0049100839 0.069614193 -0.00066281158 1.5069983e-06
-2.6595169e-05 -0.0029355148 -0.019172421 -0.11974022 -0.0013743008 -9.5884092e-06 0.2425 4570 0.00035971321 -0.00034069851 0.006390122 -0.086023544 0.00048861251 -9.5884092e-06
-7.2422149e-05 -0.0042934895 0.017266142 0.10937938 -0.0017054911 1.1237543e-05 0.2425 4591 0.00052527212 -0.00078725399 -0.0061806167 0.080240562 -0.0010714416 1.1237543e-05
0.00049737206 -0.00059027226 0.016580628 0.10507033 -0.0031862656 1.9337694e-06 0.2425 4618 7.8383736e-05 0.0040286192 -0.0060183412 0.077358505 -0.0021895101 1.9337694e-06
0.0019103581 -0.0089520151 -0.016949367 -0.10135134 -0.00037835656 9.4061759e-06 0.2425 4672 0.0011231659 0.015167494 0.003792571 -0.065934241 0.00012437656 9.4061759e-06
0.00040766706 -0.0062007642 0.018610236 0.11707898 -0.0016402619 4.2146431e-06 0.2425 4682 0.00076528222 0.0030468423 -0.0064109972 0.084938453 -0.00050259319 4.2146431e-06
0.0016357617 -0.004046319 0.01617846 0.10529484 -0.0021198309 -9.182754e-06 0.2425 4719 0.00051250346 0.01316261 -0.0070143929 0.081698465 -0.00052729502 -9.182754e-06
0.0032175594 -0.006138588 -0.015706765 -0.10115136 -0.001023318 -1.6159429e-06 0.2425 4746 0.00078938678 0.025961877 0.0063438235 -0.076832433 0.00012679644 -1.6159429e-06
0.00024789561 0.0051501887 0.017169607 0.11039538 -0.00068820931 1.5026968e-05 0.2425 4750 -0.00062761992 0.0022606235 -0.0067342018 0.08317385 -0.00019353041 1.5026968e-05
0.0037745022 -0.014976594 0.015791738 0.10255183 0.00020340578 4.0972674e-06 0.2425 4753 0.001883254 0.030103614 -0.006660701 0.078936279 0.0011357628 4.0972674e-06
0.00047445254 0.0041622535 0.016773907 0.10459248 -0.00078066855 1.2248301e-05 0.2425 4809 -0.0005035089 0.0040597834 -0.0053629432 0.07435923 -0.00031597453 1.2248301e-05
0.0044413724 -0.014083835 0.015586047 0.099017058 -0.0010981441 -2.6897704e-06 0.2425 4865 0.0017766435 0.035594208 -0.0057854137 0.073360903 8.5999129e-05 -2.6897704e-06
-0.00069718502 0.012026645 -0.016414819 -0.10603689 -0.002069809 2.8697531e-06 0.2425 4905 -0.0014829882 -0.0051499366 0.006719322 -0.080880388 -0.0010641759 2.8697531e-06
-0.0026029314 0.015862431 -0.017593491 -0.10804635 -0.0016007484 -6.1776789e-06 0.2425 4915 -0.0019725036 -0.020539084 0.0051371751 -0.074922036 -0.00015337051 -6.1776789e-06
0.0023581317 -0.011994792 0.017038836 0.10364347 -0.0020807937 4.5880643e-07 0.2425 5069 0.0014984617 0.018696557 -0.0045459707 0.070260787 -0.0010684725 4.5880643e-07
0.0018833722 -0.0026275381 -0.017431902 -0.1139889 -0.00064434546 8.4084707e-06 0.2425 5107 0.00034719513 0.015235656 0.0076157523 -0.088700108 0.00029172987 8.4084707e-06
0.0014738626 0.002694014 -0.016296301 -0.10432941 -0.0013734594 1.0972192e-05 0.2425 5153 -0.00030985819 0.012139808 0.006251034 -0.078079531 -0.0008102363 1.0972192e-05
-0.002639507 0.0058126228 -0.01705644 -0.10819284 7.6073999e-05 3.7323612e-06 0.2425 5199 -0.0007454318 -0.021259566 0.0062178884 -0.079762005 0.0010785157 3.7323612e-06
-0.0024338442 0.0040577239 0.017936522 0.11034686 -0.0019743164 -1.3656003e-06 0.2425 5245 -0.00052541917 -0.019663637 -0.0052734585 0.076671986 -0.00072551689 -1.3656003e-06
0.0019661028 -0.010213995 0.018235338 0.11792014 -0.0012670192 -7.1217493e-06 0.2425 5253 0.0012728455 0.01559122 -0.0075973979 0.090394668 0.00051002287 -7.1217493e-06
-0.0022945531 0.012503571 -0.016993325 -0.10163586 -0.00089516818 -3.8753675e-06 0.2425 5267 -0.0015583262 -0.018164502 0.0039052505 -0.06647137 0.00026934836 -3.8753675e-06
0.0012153396 -0.0048499894 0.019392917 0.12205319 -0.00095255261 4.2862513e-06 0.2425 5282 0.00060982307 0.0096915871 -0.0066991333 0.088616216 0.00030243374 4.2862513e-06
-0.00014123354 0.0006655043 0.019276444 0.11762594 -0.0011895737 -1.0382766e-07 0.2425 5283 -8.3247453e-05 -0.0011221605 -0.0052892592 0.080299166 0.00011917204 -1.0382766e-07
0.0011730484 -0.0058795589 -0.016667256 -0.10858701 -0.0027276467 1.0280498e-06 0.2425 5294 0.00073483137 0.0093038762 0.0071873933 -0.084140119 -0.0015665563 1.0280498e-06
-0.00069404341 0.0035168842 -0.016576959 -0.10095152 -0.0011197943 -6.2949532e-06 0.2425 5524 -0.00043854592 -0.0055070957 0.0045159184 -0.068769981 0.00014802 -6.2949532e-06
-0.00053269451 0.0019817989 -0.01693266 -0.10284374 0.0007114762 9.0601462e-06 0.2425 5553 -0.00025009755 -0.004252905 0.0043965885 -0.069283896 0.0012623597 9.0601462e-06
-0.00014955251 0.0036153555 -0.019450739 -0.11933524 -0.00088813656 -4.9763571e-06 0.2425 5604 -0.00044491474 -0.0010635907 0.0056246 -0.082546362 0.00070786648 -4.9763571e-06
-0.0017299981 0.0014855563 0.016282134 0.10355211 0.00015516143 8.9349997e-06 0.2425 5647 -0.00020533458 -0.014036945 -0.0059999031 0.076593104 0.00079493091 8.9349997e-06
0.003372489 -0.0065503784 0.015932273 0.10035976 -0.0014024595 -3.001249e-06 0.2425 5727 0.00084077597 0.027208102 -0.0055893869 0.073162437 -0.0002240296 -3.001249e-06
-0.0024934302 0.0074161152 -0.015870331 -0.10026382 -0.0025892044 1.27293e-06 0.2425 5786 -0.00093907231 -0.019999942 0.0056489663 -0.073406405 -0.0016369133 1.27293e-06
0.0015180918 0.0029017905 0.016209605 0.10423211 2.5214603e-05 -3.3847733e-06 0.2425 5802 -0.00033897201 0.012500885 -0.0065002802 0.07899867 0.0012931245 -3.3847733e-06
0.0002918467 0.00037017463 -0.019061037 -0.12274171 -0.0024804337 -1.0980908e-05 0.2425 5853 -4.258459e-05 0.0023944422 0.0077782966 -0.093490959 -0.00042101811 -1.0980908e-05
5.8605817e-05 -0.0055186673 0.01684236 0.10408269 -0.0026420881 3.2170542e-06 0.2425 5865 0.00067729016 0.00023251303 -0.0050958699 0.072882267 -0.0017604812 3.2170542e-06
-0.0005170873 -0.0045214414 0.017877434 0.11061381 -0.0005483986 7.0609753e-06 0.2425 5984 0.0005475065 -0.0044196283 -0.0054300057 0.077548611 0.00028218593 7.0609753e-06
0.00048540222 0.0042417541 0.01684046 0.10711107 -0.0002043851 -8.3291061e-06 0.2425 6162 -0.00051522408 0.0041367104 -0.0063424899 0.079676623 0.001344297 -8.3291061e-06
-0.00080482504 0.0092389059 -0.016525858 -0.10804834 -0.0016343598 2.5574139e-06 0.2425 6192 -0.0011425006 -0.0061516649 0.0072600657 -0.084206086 -0.00055495581 2.5574139e-06
0.00088771977 0.0044164235 -0.017713891 -0.11190711 -0.00096910338 -7.083614e-06 0.2425 6245 -0.00053233937 0.007424641 0.0063713024 -0.082148201 0.00061504185 -7.083614e-06
-0.00053972673 0.0043002225 0.01630534 0.10192016 0.00018219204 -7.9987889e-06 0.2425 6249 -0.00053281662 -0.0042168527 -0.0054557561 0.073305401 0.0015841809 -7.9987889e-06
0.0023836547 -0.012304912 0.017924493 0.11043757 -0.0011979069 4.2086957e-06 0.2425 6272 0.0015383709 0.018883705 -0.0052888889 0.076827231 -0.00021307414 4.2086957e-06
0.0011804142 -0.0044126783 -0.016286307 -0.10540571 -0.0027776714 -7.1779157e-06 0.2425 6312 0.00055331827 0.009434066 0.0068198351 -0.080925508 -0.0012937558 -7.1779157e-06
-0.00056830558 -0.00069810673 0.016923491 0.1084838 -0.00049824192 -8.1675151e-06 0.2425 6314 7.9826249e-05 -0.0046621578 -0.0066951245 0.081875807 0.0010826373 -8.1675151e-06
0.0025803298 -0.0051114702 -0.01617415 -0.10498352 -0.0010809813 -3.5221235e-06 0.2425 6388 0.0006552618 0.020813259 0.0068607268 -0.080927541 0.00023859319 -3.5221235e-06
-2.3353219e-06 0.0084563312 -0.016528997 -0.10518091 -0.00050924175 1.3769064e-05 0.2425 6417 -0.0010365162 0.00037226468 0.0060766621 -0.077759795 -7.7509254e-05 1.3769064e-05
0.0018905305 -0.0016053615 0.01649492 0.10992831 -0.0014145649 -2.976368e-06 0.2425 6426 0.00021793536 0.015341768 -0.0080844361 0.088651321 1.438633e-05 -2.976368e-06
-0.0017562684 0.0075149715 0.017033402 0.11003157 -0.0015278336 5.2827885e-06 0.2425 6443 -0.00094363222 -0.013981409 -0.006952753 0.083862541 -0.00054806491 5.2827885e-06
0.00097856301 -0.00015851284 -0.017103711 -0.11372962 -0.0007254335 7.7537226e-06 0.2425 6476 3.2353068e-05 0.0079708283 0.0081952336 -0.09108451 0.0002537061 7.7537226e-06
0.00086657617 -0.0078004753 0.019636254 0.12524115 -0.0011847911 -9.0423152e-07 0.2425 6732 0.00096640295 0.0067232945 -0.0074607864 0.0934283 0.000426732 -9.0423152e-07
0.0017644176 -0.010821249 -0.016315091 -0.1031002 -0.00040676519 -5.1641036e-06 0.2425 6759 0.0013458248 0.013917871 0.0058653045 -0.075678319 0.00090868471 -5.1641036e-06
0.0015946402 -0.0066463623 0.016582775 0.099611124 -0.0007017688 -8.9708636e-06 0.2425 7042 0.00083099013 0.01271726 -0.004011081 0.06590906 0.00066476586 -8.9708636e-06
0.00053727739 -0.011564628 -0.016100378 -0.1013638 0.00018471989 1.3800484e-06 0.2425 7130 0.0014242745 0.0038697465 0.005595435 -0.07371119 0.0011316022 1.3800484e-06
-0.00011133519 0.0078709914 -0.016462673 -0.098987996 -0.00035965079 2.529913e-06 0.2425 7138 -0.00096632576 -0.00055877401 0.0039393055 -0.06537199 0.00042665648 2.529913e-06
0.00023951918 -0.0034287947 0.017168017 0.10516557 -0.0012608087 1.3191599e-05 0.2425 7187 0.0004236788 0.0017945318 -0.0047662508 0.072053228 -0.00085478167 1.3191599e-05
0.00024183369 0.0023428683 -0.017236121 -0.10578301 -2.2207696e-05 7.2810591e-06 0.2425 7247 -0.00028403042 0.0020773823 0.0049054028 -0.072915075 0.00068533347 7.2810591e-06
