Los Alamos National Laboratory Poisson Superfish
Program SF7 written by James H. Billen and Lloyd M. Young

The original Poisson Superfish codes were developed
by Ron F. Holsinger in collaboration with Klaus Halbach.
These programs are provided as a service to the accelerator
community by the Los Alamos Accelerator Code Group (LAACG).

(c) Copyright 1985-2005, by the Regents of the University of California.        
This software was produced under U. S. Government contract W-7405-ENG-36        
by Los Alamos National Laboratory, which is operated by the University          
of California for the U. S. Department of Energy.  Neither the Government       
nor the University makes any warranty, express or implied, or assumes           
any liability or responsibility for its use, or represents that use of          
this software would not infringe privately owned rights.                        
Unpublished - rights reserved under Copyright Laws of the United States.        


Program SF7  7.17  released 1-13-2006 

Program file: C:\LANL\SF7.EXE
SF.INI file: c:\USER\SHISHLO\SNS_Physics\Cavities_Filed_Calculations\MEBT\sfish\SF.INI  4-04-2003  16:43:54
Solution file C:\USER\SHISHLO\SNS_PHYSICS\CAVITIES_FILED_CALCULATIONS\MEBT\SFISH\SFIN-1_5CM.T35.
Memory used for SFIN-1_5CM.T35 arrays:     752.388 K
Reading keyword commands and data from file:
C:\USER\SHISHLO\SNS_PHYSICS\CAVITIES_FILED_CALCULATIONS\MEBT\SFISH\SFIN-1_5CM.IN7

Electromagnetic fields for a rectangular area with corners at:
(Zmin,Rmin) = (0.0,0.0)
(Zmax,Rmax) = (5.048,1.5)
Z and R increments:   200    50

      Z             R              Ez            Er            |E|           H 
  0.984360       0.00000      2.338485E+00  0.000000E+00  2.338485E+00  0.000000E+00
   1.00960       0.00000      2.287102E+00  0.000000E+00  2.287102E+00  0.000000E+00
   1.03484       0.00000      2.231213E+00  0.000000E+00  2.231213E+00  0.000000E+00
   1.06008       0.00000      2.175622E+00  0.000000E+00  2.175622E+00  0.000000E+00
   1.08532       0.00000      2.120329E+00  0.000000E+00  2.120329E+00  0.000000E+00
   1.11056       0.00000      2.069229E+00  0.000000E+00  2.069229E+00  0.000000E+00
   1.13580       0.00000      2.014675E+00  0.000000E+00  2.014675E+00  0.000000E+00
   1.16104       0.00000      1.960672E+00  0.000000E+00  1.960672E+00  0.000000E+00
   1.18628       0.00000      1.907221E+00  0.000000E+00  1.907221E+00  0.000000E+00
   1.21152       0.00000      1.857339E+00  0.000000E+00  1.857339E+00  0.000000E+00
   1.23676       0.00000      1.805113E+00  0.000000E+00  1.805113E+00  0.000000E+00
   1.26200       0.00000      1.753635E+00  0.000000E+00  1.753635E+00  0.000000E+00
   1.28724       0.00000      1.702904E+00  0.000000E+00  1.702904E+00  0.000000E+00
   1.31248       0.00000      1.655031E+00  0.000000E+00  1.655031E+00  0.000000E+00
   1.33772       0.00000      1.605892E+00  0.000000E+00  1.605892E+00  0.000000E+00
   1.36296       0.00000      1.557636E+00  0.000000E+00  1.557636E+00  0.000000E+00
   1.38820       0.00000      1.510264E+00  0.000000E+00  1.510264E+00  0.000000E+00
   1.41344       0.00000      1.465030E+00  0.000000E+00  1.465030E+00  0.000000E+00
   1.43868       0.00000      1.419496E+00  0.000000E+00  1.419496E+00  0.000000E+00
   1.46392       0.00000      1.374927E+00  0.000000E+00  1.374927E+00  0.000000E+00
   1.48916       0.00000      1.331321E+00  0.000000E+00  1.331321E+00  0.000000E+00
   1.51440       0.00000      1.289182E+00  0.000000E+00  1.289182E+00  0.000000E+00
   1.53964       0.00000      1.247550E+00  0.000000E+00  1.247550E+00  0.000000E+00
   1.56488       0.00000      1.206914E+00  0.000000E+00  1.206914E+00  0.000000E+00
   1.59012       0.00000      1.167275E+00  0.000000E+00  1.167275E+00  0.000000E+00
   1.61536       0.00000      1.128518E+00  0.000000E+00  1.128518E+00  0.000000E+00
   1.64060       0.00000      1.090895E+00  0.000000E+00  1.090895E+00  0.000000E+00
   1.66584       0.00000      1.054260E+00  0.000000E+00  1.054260E+00  0.000000E+00
   1.69108       0.00000      1.018614E+00  0.000000E+00  1.018614E+00  0.000000E+00
   1.71632       0.00000      9.833755E-01  0.000000E+00  9.833755E-01  0.000000E+00
   1.74156       0.00000      9.497129E-01  0.000000E+00  9.497129E-01  0.000000E+00
   1.76680       0.00000      9.170022E-01  0.000000E+00  9.170022E-01  0.000000E+00
   1.79204       0.00000      8.852435E-01  0.000000E+00  8.852435E-01  0.000000E+00
   1.81728       0.00000      8.535277E-01  0.000000E+00  8.535277E-01  0.000000E+00
   1.84252       0.00000      8.236649E-01  0.000000E+00  8.236649E-01  0.000000E+00
   1.86776       0.00000      7.946971E-01  0.000000E+00  7.946971E-01  0.000000E+00
   1.89300       0.00000      7.666243E-01  0.000000E+00  7.666243E-01  0.000000E+00
   1.91824       0.00000      7.383322E-01  0.000000E+00  7.383322E-01  0.000000E+00
   1.94348       0.00000      7.120313E-01  0.000000E+00  7.120313E-01  0.000000E+00
   1.96872       0.00000      6.865558E-01  0.000000E+00  6.865558E-01  0.000000E+00
   1.99396       0.00000      6.619058E-01  0.000000E+00  6.619058E-01  0.000000E+00
   2.01920       0.00000      6.368621E-01  0.000000E+00  6.368621E-01  0.000000E+00
   2.04444       0.00000      6.138386E-01  0.000000E+00  6.138386E-01  0.000000E+00
   2.06968       0.00000      5.915648E-01  0.000000E+00  5.915648E-01  0.000000E+00
   2.09492       0.00000      5.700409E-01  0.000000E+00  5.700409E-01  0.000000E+00
   2.12016       0.00000      5.480193E-01  0.000000E+00  5.480193E-01  0.000000E+00
   2.14540       0.00000      5.279669E-01  0.000000E+00  5.279669E-01  0.000000E+00
   2.17064       0.00000      5.085873E-01  0.000000E+00  5.085873E-01  0.000000E+00
   2.19588       0.00000      4.898804E-01  0.000000E+00  4.898804E-01  0.000000E+00
   2.22112       0.00000      4.706252E-01  0.000000E+00  4.706252E-01  0.000000E+00
   2.24636       0.00000      4.532343E-01  0.000000E+00  4.532343E-01  0.000000E+00
   2.27160       0.00000      4.364410E-01  0.000000E+00  4.364410E-01  0.000000E+00
   2.29684       0.00000      4.202452E-01  0.000000E+00  4.202452E-01  0.000000E+00
   2.32208       0.00000      4.034893E-01  0.000000E+00  4.034893E-01  0.000000E+00
   2.34732       0.00000      3.884594E-01  0.000000E+00  3.884594E-01  0.000000E+00
   2.37256       0.00000      3.739560E-01  0.000000E+00  3.739560E-01  0.000000E+00
   2.39780       0.00000      3.599792E-01  0.000000E+00  3.599792E-01  0.000000E+00
   2.42304       0.00000      3.454564E-01  0.000000E+00  3.454564E-01  0.000000E+00
   2.44828       0.00000      3.325046E-01  0.000000E+00  3.325046E-01  0.000000E+00
   2.47352       0.00000      3.200137E-01  0.000000E+00  3.200137E-01  0.000000E+00
   2.49876       0.00000      3.079837E-01  0.000000E+00  3.079837E-01  0.000000E+00
   2.52400       0.00000      2.954386E-01  0.000000E+00  2.954386E-01  0.000000E+00
   2.54924       0.00000      2.843042E-01  0.000000E+00  2.843042E-01  0.000000E+00
   2.57448       0.00000      2.735712E-01  0.000000E+00  2.735712E-01  0.000000E+00
   2.59972       0.00000      2.632395E-01  0.000000E+00  2.632395E-01  0.000000E+00
   2.62496       0.00000      2.524330E-01  0.000000E+00  2.524330E-01  0.000000E+00
   2.65020       0.00000      2.428800E-01  0.000000E+00  2.428800E-01  0.000000E+00
   2.67544       0.00000      2.336749E-01  0.000000E+00  2.336749E-01  0.000000E+00
   2.70068       0.00000      2.248177E-01  0.000000E+00  2.248177E-01  0.000000E+00
   2.72592       0.00000      2.155306E-01  0.000000E+00  2.155306E-01  0.000000E+00
   2.75116       0.00000      2.073478E-01  0.000000E+00  2.073478E-01  0.000000E+00
   2.77640       0.00000      1.994655E-01  0.000000E+00  1.994655E-01  0.000000E+00
   2.80164       0.00000      1.918838E-01  0.000000E+00  1.918838E-01  0.000000E+00
   2.82688       0.00000      1.839179E-01  0.000000E+00  1.839179E-01  0.000000E+00
   2.85212       0.00000      1.769183E-01  0.000000E+00  1.769183E-01  0.000000E+00
   2.87736       0.00000      1.701776E-01  0.000000E+00  1.701776E-01  0.000000E+00
   2.90260       0.00000      1.636959E-01  0.000000E+00  1.636959E-01  0.000000E+00
   2.92784       0.00000      1.568743E-01  0.000000E+00  1.568743E-01  0.000000E+00
   2.95308       0.00000      1.508937E-01  0.000000E+00  1.508937E-01  0.000000E+00
   2.97832       0.00000      1.451356E-01  0.000000E+00  1.451356E-01  0.000000E+00
   3.00356       0.00000      1.396002E-01  0.000000E+00  1.396002E-01  0.000000E+00
   3.02880       0.00000      1.337668E-01  0.000000E+00  1.337668E-01  0.000000E+00
   3.05404       0.00000      1.286618E-01  0.000000E+00  1.286618E-01  0.000000E+00
   3.07928       0.00000      1.237479E-01  0.000000E+00  1.237479E-01  0.000000E+00
   3.10452       0.00000      1.190250E-01  0.000000E+00  1.190250E-01  0.000000E+00
   3.12976       0.00000      1.140424E-01  0.000000E+00  1.140424E-01  0.000000E+00
   3.15500       0.00000      1.096888E-01  0.000000E+00  1.096888E-01  0.000000E+00
   3.18024       0.00000      1.054988E-01  0.000000E+00  1.054988E-01  0.000000E+00
   3.20548       0.00000      1.014726E-01  0.000000E+00  1.014726E-01  0.000000E+00
   3.23072       0.00000      9.722133E-02  0.000000E+00  9.722133E-02  0.000000E+00
   3.25596       0.00000      9.351141E-02  0.000000E+00  9.351141E-02  0.000000E+00
   3.28120       0.00000      8.994165E-02  0.000000E+00  8.994165E-02  0.000000E+00
   3.30644       0.00000      8.651204E-02  0.000000E+00  8.651204E-02  0.000000E+00
   3.33168       0.00000      8.288837E-02  0.000000E+00  8.288837E-02  0.000000E+00
   3.35692       0.00000      7.972951E-02  0.000000E+00  7.972951E-02  0.000000E+00
   3.38216       0.00000      7.669057E-02  0.000000E+00  7.669057E-02  0.000000E+00
   3.40740       0.00000      7.377154E-02  0.000000E+00  7.377154E-02  0.000000E+00
   3.43264       0.00000      7.068585E-02  0.000000E+00  7.068585E-02  0.000000E+00
   3.45788       0.00000      6.799844E-02  0.000000E+00  6.799844E-02  0.000000E+00
   3.48312       0.00000      6.541360E-02  0.000000E+00  6.541360E-02  0.000000E+00
   3.50836       0.00000      6.293132E-02  0.000000E+00  6.293132E-02  0.000000E+00
   3.53360       0.00000      6.030648E-02  0.000000E+00  6.030648E-02  0.000000E+00
   3.55884       0.00000      5.802231E-02  0.000000E+00  5.802231E-02  0.000000E+00
   3.58408       0.00000      5.582586E-02  0.000000E+00  5.582586E-02  0.000000E+00
   3.60932       0.00000      5.371713E-02  0.000000E+00  5.371713E-02  0.000000E+00
   3.63456       0.00000      5.148696E-02  0.000000E+00  5.148696E-02  0.000000E+00
   3.65980       0.00000      4.954770E-02  0.000000E+00  4.954770E-02  0.000000E+00
   3.68504       0.00000      4.768350E-02  0.000000E+00  4.768350E-02  0.000000E+00
   3.71028       0.00000      4.589436E-02  0.000000E+00  4.589436E-02  0.000000E+00
   3.73552       0.00000      4.400223E-02  0.000000E+00  4.400223E-02  0.000000E+00
   3.76076       0.00000      4.235813E-02  0.000000E+00  4.235813E-02  0.000000E+00
   3.78600       0.00000      4.077832E-02  0.000000E+00  4.077832E-02  0.000000E+00
   3.81124       0.00000      3.926279E-02  0.000000E+00  3.926279E-02  0.000000E+00
   3.83648       0.00000      3.766037E-02  0.000000E+00  3.766037E-02  0.000000E+00
   3.86172       0.00000      3.626911E-02  0.000000E+00  3.626911E-02  0.000000E+00
   3.88696       0.00000      3.493298E-02  0.000000E+00  3.493298E-02  0.000000E+00
   3.91220       0.00000      3.365197E-02  0.000000E+00  3.365197E-02  0.000000E+00
   3.93744       0.00000      3.229816E-02  0.000000E+00  3.229816E-02  0.000000E+00
   3.96268       0.00000      3.112380E-02  0.000000E+00  3.112380E-02  0.000000E+00
   3.98792       0.00000      2.999681E-02  0.000000E+00  2.999681E-02  0.000000E+00
   4.01316       0.00000      2.891720E-02  0.000000E+00  2.891720E-02  0.000000E+00
   4.03840       0.00000      2.777714E-02  0.000000E+00  2.777714E-02  0.000000E+00
   4.06364       0.00000      2.678927E-02  0.000000E+00  2.678927E-02  0.000000E+00
   4.08888       0.00000      2.584223E-02  0.000000E+00  2.584223E-02  0.000000E+00
   4.11412       0.00000      2.493604E-02  0.000000E+00  2.493604E-02  0.000000E+00
   4.13936       0.00000      2.398029E-02  0.000000E+00  2.398029E-02  0.000000E+00
   4.16460       0.00000      2.315327E-02  0.000000E+00  2.315327E-02  0.000000E+00
   4.18984       0.00000      2.236161E-02  0.000000E+00  2.236161E-02  0.000000E+00
   4.21508       0.00000      2.160531E-02  0.000000E+00  2.160531E-02  0.000000E+00
   4.24032       0.00000      2.080912E-02  0.000000E+00  2.080912E-02  0.000000E+00
   4.26556       0.00000      2.012147E-02  0.000000E+00  2.012147E-02  0.000000E+00
   4.29080       0.00000      1.946461E-02  0.000000E+00  1.946461E-02  0.000000E+00
   4.31604       0.00000      1.883852E-02  0.000000E+00  1.883852E-02  0.000000E+00
   4.34128       0.00000      1.818123E-02  0.000000E+00  1.818123E-02  0.000000E+00
   4.36652       0.00000      1.761506E-02  0.000000E+00  1.761506E-02  0.000000E+00
   4.39176       0.00000      1.707589E-02  0.000000E+00  1.707589E-02  0.000000E+00
   4.41700       0.00000      1.656373E-02  0.000000E+00  1.656373E-02  0.000000E+00
   4.44224       0.00000      1.602822E-02  0.000000E+00  1.602822E-02  0.000000E+00
   4.46748       0.00000      1.556878E-02  0.000000E+00  1.556878E-02  0.000000E+00
   4.49272       0.00000      1.513327E-02  0.000000E+00  1.513327E-02  0.000000E+00
   4.51796       0.00000      1.472167E-02  0.000000E+00  1.472167E-02  0.000000E+00
   4.54320       0.00000      1.429396E-02  0.000000E+00  1.429396E-02  0.000000E+00
   4.56844       0.00000      1.392929E-02  0.000000E+00  1.392929E-02  0.000000E+00
   4.59368       0.00000      1.358607E-02  0.000000E+00  1.358607E-02  0.000000E+00
   4.61892       0.00000      1.326431E-02  0.000000E+00  1.326431E-02  0.000000E+00
   4.64416       0.00000      1.293352E-02  0.000000E+00  1.293352E-02  0.000000E+00
   4.66940       0.00000      1.265411E-02  0.000000E+00  1.265411E-02  0.000000E+00
   4.69464       0.00000      1.239426E-02  0.000000E+00  1.239426E-02  0.000000E+00
   4.71988       0.00000      1.215394E-02  0.000000E+00  1.215394E-02  0.000000E+00
   4.74512       0.00000      1.193104E-02  0.000000E+00  1.193104E-02  0.000000E+00
   4.77036       0.00000      1.173137E-02  0.000000E+00  1.173137E-02  0.000000E+00
   4.79560       0.00000      1.154906E-02  0.000000E+00  1.154906E-02  0.000000E+00
   4.82084       0.00000      1.138412E-02  0.000000E+00  1.138412E-02  0.000000E+00
   4.84608       0.00000      1.122134E-02  0.000000E+00  1.122134E-02  0.000000E+00
   4.87132       0.00000      1.109224E-02  0.000000E+00  1.109224E-02  0.000000E+00
   4.89656       0.00000      1.098035E-02  0.000000E+00  1.098035E-02  0.000000E+00
   4.92180       0.00000      1.088568E-02  0.000000E+00  1.088568E-02  0.000000E+00
   4.94704       0.00000      1.080258E-02  0.000000E+00  1.080258E-02  0.000000E+00
   4.97228       0.00000      1.074218E-02  0.000000E+00  1.074218E-02  0.000000E+00
   4.99752       0.00000      1.069903E-02  0.000000E+00  1.069903E-02  0.000000E+00
   5.02276       0.00000      1.067315E-02  0.000000E+00  1.067315E-02  0.000000E+00
   5.04800       0.00000      1.066452E-02  0.000000E+00  1.066452E-02  0.000000E+00
   0.00000      3.000000E-02  3.735469E+00  0.000000E+00  3.735469E+00  1.264640E+01
  2.524000E-02  3.000000E-02  3.734296E+00  1.394718E-03  3.734296E+00  1.264243E+01
  5.048000E-02  3.000000E-02  3.730775E+00  2.789436E-03  3.730776E+00  1.263050E+01
  7.572000E-02  3.000000E-02  3.724908E+00  4.184153E-03  3.724910E+00  1.261062E+01
  0.100960      3.000000E-02  3.716694E+00  5.578871E-03  3.716698E+00  1.258280E+01
  0.126200      3.000000E-02  3.707017E+00  6.884848E-03  3.707023E+00  1.255027E+01
  0.151440      3.000000E-02  3.694274E+00  8.261818E-03  3.694283E+00  1.250709E+01
  0.176680      3.000000E-02  3.679213E+00  9.638788E-03  3.679226E+00  1.245607E+01
  0.201920      3.000000E-02  3.661836E+00  1.101576E-02  3.661852E+00  1.239720E+01
  0.227160      3.000000E-02  3.642007E+00  1.229891E-02  3.642027E+00  1.233016E+01
  0.252400      3.000000E-02  3.620244E+00  1.356735E-02  3.620270E+00  1.225643E+01
  0.277640      3.000000E-02  3.596348E+00  1.483578E-02  3.596379E+00  1.217547E+01
  0.302880      3.000000E-02  3.570317E+00  1.610421E-02  3.570353E+00  1.208728E+01
  0.328120      3.000000E-02  3.544393E+00  1.730567E-02  3.544435E+00  1.200023E+01
  0.353360      3.000000E-02  3.514301E+00  1.846105E-02  3.514350E+00  1.189828E+01
  0.378600      3.000000E-02  3.482265E+00  1.961644E-02  3.482321E+00  1.178974E+01
  0.403840      3.000000E-02  3.448285E+00  2.077182E-02  3.448348E+00  1.167462E+01
  0.429080      3.000000E-02  3.415437E+00  2.182102E-02  3.415507E+00  1.156438E+01
  0.454320      3.000000E-02  3.377872E+00  2.282879E-02  3.377949E+00  1.143711E+01
  0.479560      3.000000E-02  3.338611E+00  2.383657E-02  3.338696E+00  1.130410E+01
  0.504800      3.000000E-02  3.297654E+00  2.484434E-02  3.297747E+00  1.116534E+01
  0.530040      3.000000E-02  3.258684E+00  2.571147E-02  3.258786E+00  1.103457E+01
  0.555280      3.000000E-02  3.214722E+00  2.654176E-02  3.214831E+00  1.088563E+01
  0.580520      3.000000E-02  3.169362E+00  2.737205E-02  3.169481E+00  1.073195E+01
  0.605760      3.000000E-02  3.122606E+00  2.820234E-02  3.122733E+00  1.057354E+01
  0.631000      3.000000E-02  3.078576E+00  2.886378E-02  3.078711E+00  1.042577E+01
  0.656240      3.000000E-02  3.029478E+00  2.949422E-02  3.029621E+00  1.025943E+01
  0.681480      3.000000E-02  2.979318E+00  3.012467E-02  2.979471E+00  1.008949E+01
  0.706720      3.000000E-02  2.928098E+00  3.075511E-02  2.928260E+00  9.915965E+00
  0.731960      3.000000E-02  2.880179E+00  3.119695E-02  2.880348E+00  9.755098E+00
  0.757200      3.000000E-02  2.827334E+00  3.161512E-02  2.827510E+00  9.576060E+00
  0.782440      3.000000E-02  2.773784E+00  3.203330E-02  2.773969E+00  9.394638E+00
  0.807680      3.000000E-02  2.719531E+00  3.245147E-02  2.719724E+00  9.210832E+00
  0.832920      3.000000E-02  2.668944E+00  3.267172E-02  2.669144E+00  9.040925E+00
  0.858160      3.000000E-02  2.613796E+00  3.287679E-02  2.614002E+00  8.854087E+00
  0.883400      3.000000E-02  2.558303E+00  3.308187E-02  2.558516E+00  8.666080E+00
  0.908640      3.000000E-02  2.502464E+00  3.328694E-02  2.502686E+00  8.476904E+00
  0.933880      3.000000E-02  2.450424E+00  3.329627E-02  2.450650E+00  8.301993E+00
  0.959120      3.000000E-02  2.394395E+00  3.329931E-02  2.394626E+00  8.112170E+00
  0.984360      3.000000E-02  2.338361E+00  3.330236E-02  2.338598E+00  7.922331E+00
   1.00960      3.000000E-02  2.282321E+00  3.330540E-02  2.282564E+00  7.732474E+00
   1.03484      3.000000E-02  2.229984E+00  3.312602E-02  2.230230E+00  7.556405E+00
   1.06008      3.000000E-02  2.174393E+00  3.294876E-02  2.174642E+00  7.368067E+00
   1.08532      3.000000E-02  2.119100E+00  3.277150E-02  2.119354E+00  7.180740E+00
   1.11056      3.000000E-02  2.064106E+00  3.259424E-02  2.064363E+00  6.994423E+00
   1.13580      3.000000E-02  2.012521E+00  3.225723E-02  2.012780E+00  6.820702E+00
   1.16104      3.000000E-02  1.958519E+00  3.192941E-02  1.958779E+00  6.637746E+00
   1.18628      3.000000E-02  1.905068E+00  3.160158E-02  1.905330E+00  6.456659E+00
   1.21152      3.000000E-02  1.852169E+00  3.127376E-02  1.852433E+00  6.277441E+00
   1.23676      3.000000E-02  1.802244E+00  3.081535E-02  1.802507E+00  6.109106E+00
   1.26200      3.000000E-02  1.750765E+00  3.037126E-02  1.751029E+00  5.934702E+00
   1.28724      3.000000E-02  1.700034E+00  2.992718E-02  1.700298E+00  5.762828E+00
   1.31248      3.000000E-02  1.650050E+00  2.948310E-02  1.650314E+00  5.593487E+00
   1.33772      3.000000E-02  1.602521E+00  2.894066E-02  1.602782E+00  5.433027E+00
   1.36296      3.000000E-02  1.554265E+00  2.841559E-02  1.554525E+00  5.269540E+00
   1.38820      3.000000E-02  1.506893E+00  2.789052E-02  1.507151E+00  5.109047E+00
   1.41344      3.000000E-02  1.460404E+00  2.736545E-02  1.460661E+00  4.951547E+00
   1.43868      3.000000E-02  1.415826E+00  2.677408E-02  1.416079E+00  4.800858E+00
   1.46392      3.000000E-02  1.371256E+00  2.620118E-02  1.371507E+00  4.649858E+00
   1.48916      3.000000E-02  1.327651E+00  2.562828E-02  1.327898E+00  4.502125E+00
   1.51440      3.000000E-02  1.285009E+00  2.505538E-02  1.285253E+00  4.357658E+00
   1.53964      3.000000E-02  1.243759E+00  2.444546E-02  1.243999E+00  4.218043E+00
   1.56488      3.000000E-02  1.203123E+00  2.385356E-02  1.203360E+00  4.080372E+00
   1.59012      3.000000E-02  1.163484E+00  2.326165E-02  1.163716E+00  3.946076E+00
   1.61536      3.000000E-02  1.124840E+00  2.266975E-02  1.125068E+00  3.815155E+00
   1.64060      3.000000E-02  1.087128E+00  2.206564E-02  1.087352E+00  3.687362E+00
   1.66584      3.000000E-02  1.050493E+00  2.147805E-02  1.050713E+00  3.563246E+00
   1.69108      3.000000E-02  1.014847E+00  2.089046E-02  1.015062E+00  3.442480E+00
   1.71632      3.000000E-02  9.801900E-01  2.030286E-02  9.804003E-01  3.325064E+00
   1.74156      3.000000E-02  9.460811E-01  1.972267E-02  9.462866E-01  3.209353E+00
   1.76680      3.000000E-02  9.133704E-01  1.915689E-02  9.135713E-01  3.098532E+00
   1.79204      3.000000E-02  8.816117E-01  1.859112E-02  8.818077E-01  2.990936E+00
   1.81728      3.000000E-02  8.508051E-01  1.802535E-02  8.509960E-01  2.886565E+00
   1.84252      3.000000E-02  8.202454E-01  1.748134E-02  8.204316E-01  2.782791E+00
   1.86776      3.000000E-02  7.912776E-01  1.694946E-02  7.914591E-01  2.684651E+00
   1.89300      3.000000E-02  7.632048E-01  1.641759E-02  7.633813E-01  2.589542E+00
   1.91824      3.000000E-02  7.360269E-01  1.588571E-02  7.361984E-01  2.497466E+00
   1.94348      3.000000E-02  7.088723E-01  1.538523E-02  7.090392E-01  2.405173E+00
   1.96872      3.000000E-02  6.833968E-01  1.489465E-02  6.835591E-01  2.318864E+00
   1.99396      3.000000E-02  6.587468E-01  1.440407E-02  6.589043E-01  2.235352E+00
   2.01920      3.000000E-02  6.349223E-01  1.391350E-02  6.350747E-01  2.154636E+00
   2.04444      3.000000E-02  6.109648E-01  1.345997E-02  6.111130E-01  2.073148E+00
   2.06968      3.000000E-02  5.886911E-01  1.301436E-02  5.888349E-01  1.997686E+00
   2.09492      3.000000E-02  5.671671E-01  1.256875E-02  5.673064E-01  1.924765E+00
